domainname,nr_src
xvo.ch,110967
admeira.ch,110932
virtua.ch,109318
unil.ch,109132
groupon.ch,108652
zalando.ch,108632
xmodels-live.ch,108366
ticketcorner.ch,107147
hon.ch,104097
evok.ch,103586
axnet.ch,102638
xelon.ch,101547
cryptowat.ch,101356
local.ch,101184
rts.ch,100894
tutti.ch,100511
trendhosting-net.ch,100278
citycable.ch,100142
qlns.ch,99866
ricardo.ch,99784
nth.ch,98478
u-blox.ch,98396
flashcable.ch,98320
ewdns.ch,97961
netrics.ch,97914
xmedia.ch,97845
adquality.ch,97837
host.ch,96889
swisstxt.ch,96885
ezimg.ch,96476
backslash.ch,96296
homegate.ch,96076
fastnet.ch,96031
metanet.ch,95489
goeast.ch,95413
shinternet.ch,94614
glassdoor.ch,94367
wingo.ch,94324
datacenter-migros.ch,94043
virtualtec.ch,93433
pcdog.ch,93330
nexlink.ch,93134
syhosting.ch,92830
hostorama.ch,91569
iec.ch,90805
unifr.ch,90389
letemps.ch,90237
5ms.ch,89834
weblink.ch,89833
geberit.ch,89310
eu-hoster.ch,89167
deplanet.ch,89022
unisg.ch,88976
datacomm.ch,88915
datapark.ch,88765
sinkhole.ch,88246
dns-zonen.ch,87641
tsinger.ch,87445
ellb.ch,87260
036.ch,86786
solarcom.ch,86358
postfinance.ch,86233
rhone.ch,85155
adslplus.ch,84733
swisslos.ch,84548
agenceweb.ch,84385
nextron.ch,84326
imd.ch,84129
watson.ch,83821
snowflakehosting.ch,83517
fhnw.ch,83110
leunet.ch,83001
ti-edu.ch,82897
jeuxjeuxjeux.ch,82625
20min-tv.ch,82245
firestorm.ch,81956
comparis.ch,81932
zhaw.ch,81679
000.ch,81492
hosting-ch.ch,81486
uci.ch,81382
be.ch,81263
gotdns.ch,81100
autoscout24.ch,81068
vd.ch,80786
begasoft.ch,80468
lematin.ch,80280
tcnet.ch,79969
servertown.ch,79945
arcade.ch,79399
wohlbier.ch,78842
hitparade.ch,78748
suedostschweiz.ch,78740
sceur.ch,78334
meteonews.ch,78195
digitecgalaxus.ch,78048
fourmilab.ch,77021
astro.ch,76986
square7.ch,76963
movie4u.ch,76656
i-web.ch,76618
fooby.ch,76405
digitec.ch,76178
gbucket.ch,76157
worldcom.ch,76060
tio.ch,75924
opsdns.ch,75655
tdg.ch,75107
upc.ch,74691
spreitzer.ch,73843
unog.ch,73822
24heures.ch,73487
swisslife.ch,73415
xprofiler.ch,73410
torrentdownload.ch,73203
hslu.ch,73087
spielyeti.ch,73009
ge.ch,72823
danzz.ch,72163
unine.ch,71463
rsi.ch,71433
bfh.ch,71286
mtfcloud.ch,70940
streamboatserver.ch,70715
softronics.ch,70482
momondo.ch,70184
hiho.ch,70184
ipcc.ch,70120
ebu.ch,70110
datenpark.ch,69785
oetiker.ch,69648
icinternet.ch,69582
flow.ch,69485
scalera.ch,68986
raiffeisen.ch,68969
ne.ch,68771
oriented.ch,68198
avectris.ch,68176
lsne.ch,68113
anibis.ch,67711
raq.ch,67709
scibile.ch,67647
ricardostatic.ch,67548
sysco.ch,67350
immoscout24.ch,67163
internetgalerie.ch,66932
geschichtedergegenwart.ch,66883
mailprofiler.ch,66866
snd1.ch,66853
serverbase.ch,66676
glattnet.ch,66625
etat-ge.ch,66569
nameserver.ch,65659
scsstatic.ch,65638
salt.ch,65613
kfsb.ch,65334
static-nzz.ch,65225
neotrend.ch,65138
faelix.ch,65066
cleanmail.ch,65036
centinated.ch,64845
spreadshirt.ch,64821
hostmax.ch,64617
xn--allestrungen-9ib.ch,64486
jobs.ch,64165
ehl.ch,64071
ebookers.ch,63845
luzernerzeitung.ch,63647
zsz.ch,63517
bazonline.ch,63303
jonasschnelli.ch,63290
serverdns.ch,63284
ganesh-hosting.ch,63037
wef.ch,62791
eyeonx.ch,62660
onlime.ch,62566
bs.ch,62527
tagblatt.ch,62401
isb-sib.ch,62394
chuv.ch,62386
nnv.ch,62335
ips.ch,62296
deep.ch,62261
cablecom.ch,62024
bernerzeitung.ch,62010
netoxygen.ch,61995
adconsole.ch,61965
college.ch,61940
psideo.ch,61843
oca.ch,61553
tcrn.ch,61261
ntd.ch,61194
coopathome.ch,61124
slynet.ch,61088
mail-ch.ch,60914
azmedien.ch,60896
exoscale.ch,60845
usi.ch,60821
aladin21.ch,60707
ebmnet.ch,60462
deckpoint.ch,60426
usz.ch,60422
domaintraffic.ch,60075
derbund.ch,59878
zh.ch,59828
srg-ssr.ch,59768
moneyhouse.ch,59423
audatex.ch,59313
fr.ch,59275
databaar.ch,59274
lafourchette.ch,59148
ahja.ch,59136
hellofresh.ch,59101
gia.ch,59088
webways.ch,59044
zic-network.ch,59016
nscluster.ch,58894
moonb.ch,58804
fuw.ch,58796
schweizer-illustrierte.ch,58646
netmind.ch,58601
qos.ch,58524
psi.ch,58377
zoink.ch,58255
dns-net.ch,58241
friday-magazine.ch,58226
komodo.ch,58207
femina.ch,58113
emilfrey.ch,58099
masterhomepage.ch,57880
pnow.ch,57805
enidan.ch,57751
zhdk.ch,57644
galaxus.ch,57599
aladin.ch,57549
netcetera.ch,57530
inic.ch,57423
trit.ch,57414
byteworks.ch,57204
evard.ch,57102
bilan.ch,56750
cpstatic.ch,56487
web-agentur.ch,56442
swisslog.ch,56240
ztonline.ch,56167
lombardodier.ch,56104
thelocal.ch,56076
sixt.ch,56057
bluemail.ch,55893
net2000.ch,55563
webcreatif.ch,55327
ag.ch,55296
hung.ch,55262
witweb.ch,55250
sac-rinsberg.ch,55240
getback.ch,55178
rolotec.ch,55046
prezenz.ch,55044
edreams.ch,54968
pxlpartner.ch,54958
tcs.ch,54776
uploadable.ch,54754
iso.ch,54698
ggaweb.ch,54677
cybernetwork.ch,54665
finanzen.ch,54520
ville-ge.ch,54510
messebasel.ch,54445
zkb.ch,54369
swissquote.ch,54047
smallte.ch,54019
educanet2.ch,53922
stadt-zuerich.ch,53826
tg.ch,53780
swissonline.ch,53731
exovoid.ch,53672
ctek.ch,53666
register.ch,53607
xiag.ch,53484
variti.ch,53473
axa.ch,53426
meteocentrale.ch,53340
hsr.ch,53238
brack.ch,53107
alpinedc.ch,53096
jobup.ch,53031
dns24.ch,52965
glei.ch,52827
wsl.ch,52816
ngit.ch,52814
sg.ch,52753
network-corner.ch,52741
pctipp.ch,52543
boomte.ch,52499
link.ch,52252
getplaykids.ch,52198
annabelle.ch,52170
manor.ch,52168
pimpernet.ch,52018
bluemouse.ch,51918
1ahosting.ch,51911
inx.ch,51789
starticket.ch,51677
mpdkim2.ch,51608
gr.ch,51430
viseca.ch,51320
curaden-hosting.ch,51248
radiosonline.ch,51218
dvbern.ch,51189
alixon.ch,51186
ti.ch,51125
sbbmobile.ch,51027
migrosmedien.ch,51023
trenka.ch,50972
internetone.ch,50926
idiap.ch,50760
competec.ch,50595
a-z.ch,50520
hotmail.ch,50479
nexanet.ch,50379
englishforum.ch,50374
stepping-stone.ch,50188
livenet.ch,50110
finews.ch,50108
hesge.ch,50036
so.ch,50033
hirslanden.ch,49989
insel.ch,49976
conrad.ch,49865
cs2.ch,49839
vtxmail.ch,49799
amenic.ch,49742
aargauerzeitung.ch,49674
netstyle.ch,49606
bestview.ch,49586
glaro.ch,49550
syhost.ch,49512
heig-vd.ch,49444
penta.ch,49342
style-magazin.ch,49325
eunet.ch,49298
ticinohosting.ch,49148
freesurf.ch,49123
liteweb.ch,49005
ch.ch,48945
handelszeitung.ch,48875
help.ch,48844
anycastdns.ch,48835
swisspay.ch,48805
westwing.ch,48725
cinergy.ch,48689
netspan.ch,48664
cash.ch,48625
basler.ch,48573
rtp.ch,48492
zooplus.ch,48450
pearl.ch,48424
creanet.ch,48275
dasmagazin.ch,48208
lu.ch,48198
energy.ch,48197
intername.ch,48033
lausanne.ch,48013
zalando-lounge.ch,48009
distrelec.ch,47934
smte.ch,47929
apgsga.ch,47866
cembra.ch,47678
dreamstore.ch,47666
webexpert.ch,47619
stzh.ch,47585
canoo.ch,47554
evensi.ch,47424
guests.ch,47318
widewalls.ch,47089
yop.ch,47022
adsugar.ch,46952
infofactory.ch,46943
graduateinstitute.ch,46929
immomigsa.ch,46790
css.ch,46788
surveymonkey.ch,46684
holidaycheck.ch,46653
globonet.ch,46604
hostedsolution.ch,46515
adspot.ch,46493
icn.ch,46456
blickamabend.ch,46423
bonprix.ch,46320
tripmode.ch,46298
football.ch,46234
your-web.ch,46174
asturian-network.ch,46072
staticlocal.ch,45944
altea-services.ch,45935
lidl.ch,45901
wng.ch,45633
radioswissclassic.ch,45601
net4all.ch,45486
orange.ch,45468
oris.ch,45400
siw.ch,45325
lyoness.ch,45226
hostsolutions.ch,45087
stnet.ch,45054
frey-net.ch,44929
mediamarkt.ch,44926
bettybossi.ch,44839
jungfrau.ch,44791
meteoswiss-app.ch,44739
mironet.ch,44731
morningstar.ch,44520
naefmarco.ch,44515
localsearch.ch,44496
vsnet.ch,44428
fastbooking.ch,44387
webkoenig.ch,44336
onebyte.ch,44331
toppreise.ch,44316
tui.ch,44298
webkeeper.ch,44274
hefr.ch,44192
citrin.ch,44170
eqipe.ch,44114
bcv.ch,44045
domrobot.ch,44035
radioswissjazz.ch,44029
orellfuessli.ch,43929
zynex.ch,43865
xn--ae-tja.ch,43850
vritec.ch,43845
mangoldpartner.ch,43740
inware.ch,43708
myhostpoint.ch,43692
laureate.ch,43620
orcwebhosting.ch,43567
beobachter.ch,43526
immostreet.ch,43501
simplehosting.ch,43496
prospective.ch,43361
he-arc.ch,43342
movetec-server.ch,43289
exlibris.ch,43152
chrono24.ch,43072
fust.ch,43061
pwc.ch,43038
halma-dns.ch,43037
microspot.ch,43022
orangemail.ch,42977
swiss-support.ch,42816
tchibo.ch,42756
fih.ch,42722
webne.ch,42712
galenica.ch,42595
kdt-hosting.ch,42580
752.ch,42475
tvnow.ch,42367
glowtec.ch,42354
ecoweb.ch,42333
unepchemicals.ch,42258
netjump.ch,42236
fima-hosting.ch,42028
deindeal.ch,41982
bl.ch,41965
bweb.ch,41934
tremegisto.ch,41919
insystem.ch,41877
getyourguide.ch,41855
fsit.ch,41832
entex.ch,41828
suva.ch,41812
lenouvelliste.ch,41779
triwdata.ch,41714
bboxbbs.ch,41703
escapenet.ch,41697
tissot.ch,41667
qoqa.ch,41641
keeptraffic.ch,41600
feiertagskalender.ch,41562
trainline.ch,41538
sarenza.ch,41491
laredoute.ch,41457
cdt.ch,41441
mnbsserver.ch,41418
switchplus-mail.ch,41404
4server.ch,41346
dropnet.ch,41321
alto.ch,41249
adtracker.ch,41181
t-systems.ch,41130
4host.ch,41124
telemedia.ch,41119
ssatr.ch,41118
outnow.ch,41041
bauundhobby.ch,41023
glp-architekten.ch,41010
netboot.ch,40945
scnr.ch,40923
rero.ch,40915
internezzohosting.ch,40832
home.ch,40732
cyhost.ch,40711
axianet.ch,40710
gurochan.ch,40682
fasthosting.ch,40663
snd47.ch,40646
ubp.ch,40607
csti.ch,40601
jse.ch,40597
eye.ch,40555
zurich.ch,40495
metas.ch,40468
adnovum.ch,40454
talus.ch,40442
winterthur.ch,40398
novahosting.ch,40379
wifisolution.ch,40375
unity-web.ch,40357
sdd1.ch,40316
newsbox.ch,40267
xwave.ch,40154
musta.ch,40132
zermatt.ch,40069
opodo.ch,40060
adbw.ch,40014
helsana.ch,39901
pubmt.ch,39855
ticino.ch,39839
news.ch,39802
ghi.ch,39790
interdiscount.ch,39752
teleboy.ch,39746
sogea.ch,39705
nhost.ch,39675
exenti.ch,39577
iheid.ch,39475
photografix.ch,39457
vs.ch,39431
netgear.ch,39409
watchfreemovies.ch,39300
loginserver.ch,39270
wa-research.ch,39258
idmobile.ch,39246
ymc.ch,39089
bomm.ch,39055
aboutyou.ch,39042
sesamnet.ch,39040
fenaco.ch,39013
sefanet.ch,38946
eroticmonkey.ch,38939
internet-box.ch,38901
kronoz.ch,38882
omnis.ch,38848
snb.ch,38840
supsi.ch,38823
toysrus.ch,38819
xeiro.ch,38797
enuvo.ch,38689
default.ch,38621
auto-online.ch,38601
kesako.ch,38542
adot.ch,38530
classicdb.ch,38495
galactus.ch,38484
maillink.ch,38467
ziknet.ch,38431
woody.ch,38417
credit-direct.ch,38406
wwf.ch,38349
credit-conseil.ch,38315
ify.ch,38291
adidas.ch,38263
solidit.ch,38260
johngehrig.ch,38152
arcinfo.ch,38132
funnygames.ch,38119
quickline.ch,38047
hevs.ch,38046
newday.ch,37944
hin.ch,37913
mycloud.ch,37810
green.ch,37795
in4u.ch,37618
parship.ch,37613
berneroberlaender.ch,37604
belimo.ch,37561
kuoni.ch,37558
innov8.ch,37507
schweizmobil.ch,37505
mammut.ch,37500
halti.ch,37491
gva.ch,37244
horus.ch,37231
dns-cloud.ch,37220
fashionfriends.ch,37187
zvv.ch,37186
itship.ch,37162
amag.ch,37149
flughafen-zuerich.ch,37122
gsinfo.ch,37014
q-x.ch,36951
pressel.ch,36929
car4you.ch,36849
manyways.ch,36836
yetnet.ch,36820
titolo.ch,36799
waffles.ch,36786
lesobservateurs.ch,36647
schweizerfamilie.ch,36636
e-park.ch,36616
educa.ch,36587
repelisplus.ch,36544
twistednet.ch,36516
skyguide.ch,36501
zuonline.ch,36420
hes-so.ch,36295
xcampaign.ch,36264
hotelscombined.ch,36208
newhome.ch,36197
thtag.ch,36172
globus.ch,36148
cloudcluster.ch,36086
umb.ch,36065
loterie.ch,36039
zoover.ch,36014
creants.ch,35976
glp.ch,35931
bls.ch,35837
hommages.ch,35810
interdesk.ch,35786
1ahostingpro.ch,35783
emp-eaw.ch,35781
vnv-hosting.ch,35779
thenet.ch,35767
securedns.ch,35759
winklercom.ch,35687
pinoybay.ch,35682
empa.ch,35674
marionnaud.ch,35620
cscs.ch,35527
swisspass.ch,35519
beliani.ch,35500
swissmilk.ch,35486
radioswisspop.ch,35436
freitag.ch,35392
go4web.ch,35383
unep.ch,35359
bern.ch,35334
wir-koennen-alles.ch,35318
everyware.ch,35247
dravenstales.ch,35247
supercard.ch,35161
ghisler.ch,35145
point.ch,35065
cdi.ch,35064
statravel.ch,35039
schweizer-domain.ch,35031
ifolor.ch,34995
msf.ch,34989
pilatus-aircraft.ch,34973
ortcloud.ch,34946
computerworld.ch,34904
isource.ch,34893
moneypark.ch,34891
dell.ch,34852
oekohosting.ch,34816
fm1today.ch,34749
insign.ch,34740
liip.ch,34736
my-store.ch,34717
eztv.ch,34714
douglas.ch,34699
futurecom.ch,34694
aare-rz.ch,34647
meteoswiss.ch,34593
lehner-versand.ch,34584
vshn.ch,34584
slixa.ch,34581
hsbc.ch,34532
boalingua.ch,34505
mediscope.ch,34455
slf.ch,34448
itligent.ch,34448
ticino-online.ch,34410
cumari.ch,34391
eat.ch,34388
domains.ch,34377
renovero.ch,34326
rednet.ch,34319
lausannecites.ch,34277
antanet.ch,34246
jesus.ch,34245
rpetri.ch,34196
conforama.ch,34136
sarasin.ch,34128
baernerbaer.ch,34120
bag.ch,34088
elby.ch,34050
weaver.ch,34007
mit.ch,33998
mainbase.ch,33997
unilu.ch,33983
wellhosted.ch,33947
anorg.ch,33926
myemotions.ch,33926
leshop.ch,33860
smilla.ch,33837
csem.ch,33748
backbone.ch,33746
snf.ch,33721
swinog.ch,33687
cadiware.ch,33656
unisi.ch,33646
olmero.ch,33618
2edaadmin.ch,33573
hugy.ch,33421
alpha.ch,33421
teleprint.ch,33385
idsia.ch,33364
cldns.ch,33361
dns1.ch,33355
langenthalertagblatt.ch,33270
ticinonews.ch,33270
neologic.ch,33256
refline.ch,33211
messaging.ch,33199
steffeninf.ch,33195
mailxpert.ch,33190
pixelized.ch,33170
nettrust.ch,33107
phzh.ch,33065
yplay.ch,33036
mc4web.ch,33010
zg.ch,33001
tilllate.ch,32993
ceoo.ch,32901
portia.ch,32858
pipeline.ch,32852
decweb.ch,32825
wion.ch,32809
leregional.ch,32808
sciencetool.ch,32730
allianz-suisse.ch,32671
bilanz.ch,32663
zugernet.ch,32657
redacted.ch,32655
bestforyou.ch,32632
datawire.ch,32620
cineman.ch,32594
todaypk.ch,32550
pearsoft.ch,32528
worldsoft.ch,32505
toweb.ch,32489
web-d-vision.ch,32466
dns2.ch,32457
netcase.ch,32433
jobwinner.ch,32426
vistaprint.ch,32421
graubuenden.ch,32394
10g.ch,32368
unizh.ch,32353
pedacon.ch,32348
20minuti.ch,32345
sitenable.ch,32315
mondovino.ch,32282
heberg.ch,32264
webpark.ch,32243
exelinfo.ch,32237
blackphone.ch,32222
agefi.ch,32222
upc-cablecom.ch,32193
rhb.ch,32191
bgdi.ch,32172
ackermann.ch,32150
pcp.ch,32149
srfcdn.ch,32137
vital-it.ch,32123
wog.ch,32115
tageswoche.ch,32082
geschenkidee.ch,32067
itexa.ch,32062
domainhost.ch,32019
jelmoli-shop.ch,31979
menkisys.ch,31967
safemail.ch,31947
coopzeitung.ch,31865
onax.ch,31826
skyscanner.ch,31776
computech-rz.ch,31769
siroop.ch,31704
weltbild.ch,31699
abacus.ch,31694
hosttree.ch,31689
eawag.ch,31688
networking.ch,31675
inwx.ch,31573
quelle.ch,31556
generali.ch,31553
bernerbaer.ch,31547
sctv.ch,31544
intergga.ch,31517
dynamic-net.ch,31500
concepto.ch,31446
paus.ch,31416
weserve.ch,31397
safesear.ch,31297
laliberte.ch,31263
aviation.ch,31201
warplink.ch,31199
xc-host.ch,31184
jura.ch,31165
digitale-gesellschaft.ch,31125
fcb.ch,31108
netsolution.ch,31098
messe.ch,31033
baz.ch,31008
vidics.ch,30975
swissdigicert.ch,30960
meteomedia.ch,30948
levidia.ch,30928
otakumole.ch,30895
ville-geneve.ch,30876
swisscard.ch,30869
opel.ch,30830
pool-informatik.ch,30823
baloise.ch,30768
sonntagszeitung.ch,30755
onlinepc.ch,30752
landi.ch,30739
journaldemorges.ch,30725
staempfli.ch,30698
sitrox.ch,30641
postshop.ch,30547
jobsuchmaschine.ch,30493
emmi.ch,30480
rro.ch,30462
disneylandparis.ch,30454
siemens.ch,30444
swissnetwork.ch,30437
tep.ch,30429
puzzle.ch,30410
hosttown.ch,30360
aldi-suisse.ch,30344
pfister.ch,30338
electrolux.ch,30334
migrosbank.ch,30329
axone.ch,30303
ftia.ch,30294
aarboard.ch,30292
ntb.ch,30290
arbor-ag.ch,30273
rpn.ch,30262
pardo.ch,30249
labroye.ch,30235
newsnet.ch,30231
fhsg.ch,30146
starhosting.ch,30115
youthhostel.ch,30078
dakutorrents.ch,30058
interactivebrokers.ch,30055
kiehls.ch,30046
bantigerpost.ch,30045
prosieben.ch,30012
asstra.ch,30001
dellaro.ch,29986
hornbach.ch,29982
ender-informatics.ch,29963
hotelplan.ch,29941
serverarray.ch,29921
dublin-it.ch,29902
soft-plus.ch,29896
scnat.ch,29841
rtr.ch,29808
nau.ch,29723
zimi.ch,29703
aipi.ch,29665
motorradhandel-schweiz.ch,29659
corner.ch,29599
gettyimages.ch,29595
ssm.ch,29549
netgrouper.ch,29547
ria.ch,29521
hostkonzept.ch,29508
business-exchange.ch,29465
youngsolutions.ch,29464
cede.ch,29456
srginsider.ch,29424
yallo.ch,29421
webone.ch,29394
gas-com.ch,29390
republik.ch,29334
tpg.ch,29317
monster.ch,29314
giordano.ch,29250
vmhosting.ch,29232
mitnet.ch,29179
finma.ch,29178
