domainname,nr_src
aladin.ch,48540
fsit.ch,48470
eunet.ch,48272
glaro.ch,48048
ch.ch,47993
insel.ch,47981
exovoid.ch,47803
liteweb.ch,47652
unity-web.ch,47480
movie4u.ch,47308
migrosmedien.ch,47172
sbbmobile.ch,47171
tcrn.ch,47116
cash.ch,47021
basler.ch,46918
idiap.ch,46793
stadt-zuerich.ch,46789
help.ch,46759
netspan.ch,46724
so.ch,46679
uci.ch,46649
getplaykids.ch,46587
livenet.ch,46416
oris.ch,46416
penta.ch,46362
radioswissclassic.ch,46223
mpdkim2.ch,46186
heig-vd.ch,46186
mail-ch.ch,46163
ti.ch,46088
zic-network.ch,46080
smte.ch,46067
bettybossi.ch,46057
webkoenig.ch,46031
wsl.ch,46021
alixon.ch,45993
exlibris.ch,45960
apgsga.ch,45955
eroticmonkey.ch,45866
distrelec.ch,45706
1ahosting.ch,45676
stepping-stone.ch,45622
gr.ch,45489
webexpert.ch,45422
ctek.ch,45416
fuw.ch,45348
fih.ch,45315
finews.ch,45142
netstyle.ch,44926
vtxmail.ch,44893
hostedsolution.ch,44880
englishforum.ch,44824
altea-services.ch,44737
tcs.ch,44571
lu.ch,44544
derbund.ch,44513
inx.ch,44473
interdiscount.ch,44469
bluemouse.ch,44424
radioswissjazz.ch,44375
pctipp.ch,44294
sfs-network.ch,44236
immomigsa.ch,44221
psideo.ch,44124
anycastdns.ch,44021
vsnet.ch,43924
hesge.ch,43846
exenti.ch,43816
dreamstore.ch,43566
guests.ch,43546
jungfrau.ch,43495
fust.ch,43443
orellfuessli.ch,43428
hefr.ch,43361
talus.ch,43288
chrono24.ch,43165
bestview.ch,43158
prezenz.ch,43139
nexanet.ch,43090
vritec.ch,43048
ssatr.ch,42995
trainline.ch,42984
zermatt.ch,42973
entex.ch,42935
domrobot.ch,42864
getyourguide.ch,42839
tissot.ch,42790
webcreatif.ch,42780
he-arc.ch,42772
freesurf.ch,42674
bernerzeitung.ch,42582
stnet.ch,42446
handelszeitung.ch,42316
canoo.ch,42211
csti.ch,42199
tagblatt.ch,42150
stzh.ch,42128
myhostpoint.ch,42112
net4all.ch,42096
deindeal.ch,42068
notexistsdomainabcdefghijklmnopqrstuvwxyz.ch,42053
pwc.ch,42050
widewalls.ch,41963
switchplus-mail.ch,41848
citrin.ch,41831
siw.ch,41802
staticlocal.ch,41737
zalando-lounge.ch,41731
westwing.ch,41689
xmodels.ch,41651
metas.ch,41646
cinergy.ch,41645
globonet.ch,41602
qoqa.ch,41565
nau.ch,41387
inware.ch,41376
internet-box.ch,41369
kdt-hosting.ch,41267
mironet.ch,41249
triwdata.ch,41245
graduateinstitute.ch,41152
webkeeper.ch,41122
telemedia.ch,41028
ubp.ch,41004
frey-net.ch,40957
titolo.ch,40829
meteocentrale.ch,40821
prospective.ch,40692
infofactory.ch,40498
beobachter.ch,40492
movetec-server.ch,40328
stmb.ch,40296
lausanne.ch,40206
eqipe.ch,40141
webne.ch,40103
enuvo.ch,39946
simplehosting.ch,39914
redacted.ch,39881
hostsolutions.ch,39838
elby.ch,39612
ulrichard.ch,39512
css.ch,39501
gsinfo.ch,39426
puzzle.ch,39424
onebyte.ch,39377
johngehrig.ch,39302
bweb.ch,39213
energy.ch,39202
college.ch,39181
dropnet.ch,39035
unmetered.ch,38897
netboot.ch,38837
starticket.ch,38795
lidl.ch,38794
woody.ch,38765
jse.ch,38741
loginserver.ch,38738
webfg.ch,38665
eye.ch,38635
halma-dns.ch,38632
geschichtedergegenwart.ch,38623
aboutyou.ch,38571
philips.ch,38554
cokepopcorn.ch,38547
maillink.ch,38524
interdesk.ch,38407
holidaycheck.ch,38218
tui.ch,38148
kronoz.ch,38119
kesako.ch,38100
novahosting.ch,37947
helsana.ch,37935
adspot.ch,37914
aargauerzeitung.ch,37900
nhost.ch,37859
wa-research.ch,37850
4server.ch,37817
funnygames.ch,37816
galenica.ch,37796
unepchemicals.ch,37759
classicdb.ch,37746
fima-hosting.ch,37725
cembra.ch,37721
creanet.ch,37669
752.ch,37663
swiss-support.ch,37648
lyoness.ch,37636
jabraheadsets.ch,37557
friday-magazine.ch,37525
1ahostingpro.ch,37391
watchfreemovies.ch,37375
creants.ch,37263
torrent9.ch,37246
opodo.ch,37225
axianet.ch,37142
netjump.ch,37132
wellhosted.ch,37123
escapenet.ch,37058
cyhost.ch,36992
laredoute.ch,36954
swisspass.ch,36930
ziknet.ch,36908
bonprix.ch,36887
tremegisto.ch,36862
sitenable.ch,36850
radioswisspop.ch,36827
sogea.ch,36709
lenouvelliste.ch,36692
ticinohosting.ch,36670
nintendo.ch,36658
rpn.ch,36573
waffles.ch,36544
quickline.ch,36517
suva.ch,36488
hin.ch,36380
photografix.ch,36377
mangoldpartner.ch,36365
default.ch,36321
credit-direct.ch,36268
credit-conseil.ch,36153
alto.ch,36131
kuoni.ch,36050
syselcloud.ch,35993
insystem.ch,35960
rero.ch,35904
geschenkidee.ch,35891
go-fet.ch,35887
eat.ch,35867
slf.ch,35836
4host.ch,35766
freitag.ch,35764
blickamabend.ch,35730
businessclick.ch,35728
weltwoche.ch,35669
10g.ch,35668
emp-eaw.ch,35661
teleboy.ch,35640
adtracker.ch,35614
t-systems.ch,35576
bboxbbs.ch,35552
jobup.ch,35528
myemotions.ch,35517
jjshouse.ch,35512
horus.ch,35500
pcp.ch,35449
swinog.ch,35378
bl.ch,35343
itship.ch,35315
fm1today.ch,35314
parship.ch,35232
ifolor.ch,35224
canstockphoto.ch,35149
idmobile.ch,35144
in4u.ch,35082
newsbox.ch,35015
football.ch,35001
zurich.ch,35000
adbw.ch,34979
skyguide.ch,34973
hotelscombined.ch,34968
tchibo.ch,34917
refline.ch,34895
cdt.ch,34871
internezzohosting.ch,34779
femina.ch,34731
xcampaign.ch,34727
adidas.ch,34706
xwave.ch,34687
skyscanner.ch,34663
sesamnet.ch,34611
e-park.ch,34602
yetnet.ch,34579
meteoswiss.ch,34538
ncag.ch,34508
green.ch,34452
globus.ch,34448
ngit.ch,34439
marionnaud.ch,34438
winterthur.ch,34356
rpetri.ch,34352
securedns.ch,34340
iheid.ch,34276
educa.ch,34251
vshn.ch,34243
zvv.ch,34203
inwx.ch,34194
futurecom.ch,34077
gva.ch,34053
mainbase.ch,34047
aare-rz.ch,34046
pearl.ch,34015
arcinfo.ch,34000
fenaco.ch,33983
zynex.ch,33963
belimo.ch,33936
blackphone.ch,33845
dns-cloud.ch,33746
newhome.ch,33734
vs.ch,33723
cumari.ch,33702
omnis.ch,33667
cineman.ch,33607
snb.ch,33564
wifisolution.ch,33508
unep.ch,33493
swissmilk.ch,33472
mondovino.ch,33394
hevs.ch,33356
sarasin.ch,33327
wnd.ch,33308
galactus.ch,33280
newday.ch,33226
asstra.ch,33189
outnow.ch,33184
sdd1.ch,33132
webinformatik.ch,33083
rtp.ch,33049
schweizer-domain.ch,32936
ify.ch,32875
home.ch,32862
supsi.ch,32848
mailxpert.ch,32825
everyware.ch,32815
eztv.ch,32802
wwf.ch,32781
youngsolutions.ch,32742
rro.ch,32724
proinity.ch,32723
backbone.ch,32687
loterie.ch,32670
phonesear.ch,32644
com.ch,32609
siemens.ch,32606
innov8.ch,32599
dravenstales.ch,32456
idsia.ch,32443
go4web.ch,32086
levidia.ch,32084
solidit.ch,32047
itexa.ch,32022
wng.ch,32012
swisscard.ch,31998
mycloud.ch,31917
q-x.ch,31885
orange.ch,31870
annabelle.ch,31869
my-store.ch,31844
justnet.ch,31837
stmoritz.ch,31817
abacus.ch,31787
musta.ch,31778
wog.ch,31761
dasmagazin.ch,31744
pxlpartner.ch,31729
empa.ch,31704
simnetsa.ch,31700
unisi.ch,31686
bilan.ch,31685
csem.ch,31666
alstom.ch,31662
dellaro.ch,31617
dakutorrents.ch,31592
ghisler.ch,31570
cldns.ch,31559
manyways.ch,31547
beliani.ch,31535
unizh.ch,31476
lehner-versand.ch,31469
postshop.ch,31462
morningstar.ch,31440
ntb.ch,31433
domains.ch,31376
news.ch,31304
cscs.ch,31304
douglas.ch,31277
bilanz.ch,31277
mc4web.ch,31269
thenet.ch,31237
melectronics.ch,31188
cdi.ch,31187
allianz-suisse.ch,31084
itligent.ch,31084
ville-geneve.ch,31074
bls.ch,31059
sihf.ch,31055
weltbild.ch,30945
verbier.ch,30908
2edaadmin.ch,30837
belsoft.ch,30754
holcimpartner.ch,30691
bern.ch,30667
weaver.ch,30660
bomm.ch,30651
amag.ch,30621
mammut.ch,30619
conforama.ch,30599
steffeninf.ch,30581
steg-electronics.ch,30535
jesus.ch,30530
hes-so.ch,30516
davos.ch,30479
menkisys.ch,30421
axone.ch,30375
thomasmaurer.ch,30340
mnbsserver.ch,30279
bauundhobby.ch,30278
aipi.ch,30237
netgrouper.ch,30226
ftia.ch,30218
laliberte.ch,30218
sitrox.ch,30148
mit.ch,30146
rednet.ch,30076
exelinfo.ch,30074
point.ch,30035
antanet.ch,30026
insign.ch,29978
ebookhunter.ch,29975
leshop.ch,29973
igte.ch,29973
swisscows.ch,29933
epost.ch,29900
ackermann.ch,29826
cloudcluster.ch,29808
tripmode.ch,29801
geschwindigkeit.ch,29793
wir-koennen-alles.ch,29768
jelmoli-shop.ch,29764
vnv-hosting.ch,29705
domainhost.ch,29704
spee.ch,29698
besonet.ch,29697
swissnetwork.ch,29691
liip.ch,29662
telezueri.ch,29600
pixelized.ch,29534
paus.ch,29463
flughafen-zuerich.ch,29463
messaging.ch,29450
wat.ch,29446
datawire.ch,29428
sciencetool.ch,29416
icn.ch,29381
worldsoft.ch,29368
pearsoft.ch,29318
eawag.ch,29299
teleport.ch,29290
tep.ch,29272
umb.ch,29154
fnac.ch,29123
netsolution.ch,29087
business-exchange.ch,29081
hosttown.ch,29051
xeiro.ch,29044
dynamic-net.ch,29016
computech-rz.ch,28997
snf.ch,28995
cadiware.ch,28983
dns1.ch,28980
laureate.ch,28976
scnr.ch,28936
breitband.ch,28920
wion.ch,28902
cloudscale.ch,28874
pilatus-aircraft.ch,28824
mtfweb.ch,28823
danuserwebservice.ch,28762
aarboard.ch,28755
starhosting.ch,28731
thurweb.ch,28727
wootly.ch,28714
safemail.ch,28697
digitale-gesellschaft.ch,28686
zg.ch,28674
concepto.ch,28622
nettrust.ch,28612
dns2.ch,28590
netmeter.ch,28585
sctv.ch,28584
isource.ch,28582
bag.ch,28578
dosenbach.ch,28576
itaca.ch,28536
ungleich.ch,28519
clinch.ch,28510
webpark.ch,28476
mailstation.ch,28406
decweb.ch,28401
electrolux.ch,28391
otakumole.ch,28388
schweizmobil.ch,28344
warplink.ch,28261
web-d-vision.ch,28251
heberg.ch,28244
jumbo.ch,28221
graubuenden.ch,28219
rhb.ch,28209
link.ch,28203
dublin-it.ch,28201
interactivebrokers.ch,28101
ceoo.ch,28039
nettoshop.ch,28036
pfister.ch,28020
onax.ch,27995
sourcepole.ch,27969
popnet.ch,27956
messe.ch,27907
quelle.ch,27905
vivanet.ch,27892
soft-plus.ch,27887
kiehls.ch,27845
x28.ch,27827
pipeline.ch,27806
intergga.ch,27734
magnet.ch,27724
aldi-suisse.ch,27704
mediscope.ch,27692
l7datacenter.ch,27686
gas-com.ch,27646
animeultima.ch,27633
baz.ch,27596
briss.ch,27595
hug-ge.ch,27589
generali.ch,27545
appuioapp.ch,27504
icrcom.ch,27492
swissdigicert.ch,27492
rigilan.ch,27453
staempfli.ch,27441
exchange-swiss.ch,27435
baloise.ch,27430
mouser.ch,27373
aviation.ch,27338
quicknet.ch,27333
tendersingles.ch,27330
cubetech.ch,27311
sony.ch,27247
glaronia.ch,27222
webone.ch,27151
dnstools.ch,27132
eu-hoster.ch,27128
hornbach.ch,27104
permaleads.ch,27096
toweb.ch,27083
ticino.ch,27064
groupemutuel.ch,27032
ender-informatics.ch,27026
matterhornparadise.ch,26991
localpoint.ch,26987
safesear.ch,26979
brabbel.ch,26977
escortwiz.ch,26971
parlament.ch,26962
redcross.ch,26905
tpg.ch,26891
feiertagskalender.ch,26876
valsys.ch,26839
agefi.ch,26750
weserve.ch,26746
tura.ch,26715
auto-online.ch,26715
i-community.ch,26679
into.ch,26677
daydeal.ch,26663
bedag.ch,26623
velocita.ch,26583
ebcomdns.ch,26548
securepop.ch,26533
hostkonzept.ch,26522
bgdi.ch,26486
itds.ch,26444
emmi.ch,26423
goojara.ch,26416
ticino-online.ch,26404
unilu.ch,26400
beckert.ch,26350
phbern.ch,26341
osemziz.ch,26329
fcb.ch,26328
gecko-media.ch,26313
naefmarco.ch,26281
serverip.ch,26281
tdh.ch,26254
inoweb.ch,26231
toshiba.ch,26189
anorg.ch,26183
artification.ch,26161
loro.ch,26096
kauftipp.ch,26088
ticinonews.ch,26067
zimi.ch,26064
neovision.ch,26046
tkcloud.ch,26038
audi.ch,26037
gmmdns.ch,26016
keeptraffic.ch,26007
home24.ch,25977
sulzer.ch,25947
insideparadeplatz.ch,25927
mobilezone.ch,25914
fhsg.ch,25913
teletext.ch,25895
diag.ch,25869
