domainname,nr_src
schweizer-illustrierte.ch,54836
thelocal.ch,54552
komodo.ch,54487
psi.ch,54464
qos.ch,54382
azmedien.ch,54338
dns24.ch,54303
databaar.ch,54242
pimpernet.ch,54222
gia.ch,54208
serverdns.ch,54189
internetone.ch,54185
register.ch,54155
domaintraffic.ch,54007
lafourchette.ch,53926
deckpoint.ch,53918
masterhomepage.ch,53915
finanzen.ch,53694
sg.ch,53680
xiag.ch,52901
ag.ch,52753
web-agentur.ch,52687
conrad.ch,52657
adsugar.ch,52631
zhdk.ch,52628
psideo.ch,52623
orange.ch,52546
pxlpartner.ch,52543
a-z.ch,52454
zkb.ch,52398
sylon.ch,52392
so.ch,52286
rolotec.ch,52253
jobup.ch,52144
smallte.ch,52137
gr.ch,52099
starticket.ch,51998
emilfrey.ch,51903
ch.ch,51861
brack.ch,51843
ggaweb.ch,51834
pctipp.ch,51722
glei.ch,51703
zoink.ch,51696
axa.ch,51594
uploadable.ch,51500
edreams.ch,51438
alpinedc.ch,51405
meteocentrale.ch,51398
trit.ch,51341
boomte.ch,51296
dns-net.ch,51271
tcs.ch,51071
variti.ch,50979
webcreatif.ch,50946
swissquote.ch,50809
hirslanden.ch,50708
net2000.ch,50697
slynet.ch,50505
viseca.ch,50485
ville-ge.ch,50437
witweb.ch,50426
evard.ch,50399
zic-network.ch,50377
evensi.ch,50270
meteoswiss-app.ch,50257
radiosonline.ch,50242
tagblatt.ch,50216
swisslog.ch,50174
exovoid.ch,50112
dhondtdoit.ch,50093
stadt-zuerich.ch,49979
musta.ch,49971
isb-sib.ch,49939
cybernetwork.ch,49898
educanet2.ch,49861
hsr.ch,49787
migrosmedien.ch,49746
cs2.ch,49732
curaden-hosting.ch,49723
fih.ch,49639
apgsga.ch,49402
swissonline.ch,49353
dvbern.ch,49345
rpetri.ch,49254
pnow.ch,49246
cash.ch,49213
annabelle.ch,49144
eunet.ch,49116
glaro.ch,48872
manor.ch,48839
aargauerzeitung.ch,48642
cembra.ch,48639
network-corner.ch,48585
lombardodier.ch,48474
ti.ch,48302
alixon.ch,48244
liteweb.ch,48201
amenic.ch,48184
cinergy.ch,48116
style-magazin.ch,48064
finews.ch,48018
wsl.ch,47872
competec.ch,47804
englishforum.ch,47672
insel.ch,47626
vtxmail.ch,47334
toppreise.ch,47034
sbbmobile.ch,47014
help.ch,46980
netstyle.ch,46922
getplaykids.ch,46845
hotmail.ch,46784
bluemail.ch,46764
anycastdns.ch,46747
pearl.ch,46592
syhost.ch,46571
basler.ch,46447
bestview.ch,46334
sixt.ch,46331
mpdkim2.ch,46310
bluemouse.ch,46265
jungfrau.ch,46257
1ahosting.ch,46174
orangemail.ch,46144
livenet.ch,46065
stepping-stone.ch,45999
bcv.ch,45935
go-fet.ch,45874
ymc.ch,45840
dasmagazin.ch,45837
idiap.ch,45766
football.ch,45728
lu.ch,45653
messebasel.ch,45620
nexanet.ch,45581
tripmode.ch,45558
handelszeitung.ch,45485
css.ch,45450
oris.ch,45421
immomigsa.ch,45237
microspot.ch,45225
staticlocal.ch,45089
zalando-lounge.ch,44924
penta.ch,44909
ticinohosting.ch,44898
ctek.ch,44887
mediamarkt.ch,44848
infofactory.ch,44845
prezenz.ch,44818
energy.ch,44752
gurochan.ch,44589
smte.ch,44545
radioswissclassic.ch,44495
ngit.ch,44320
netspan.ch,44148
trenka.ch,44141
tissot.ch,44132
webexpert.ch,43830
localsearch.ch,43804
creanet.ch,43780
holidaycheck.ch,43711
dreamstore.ch,43622
blickamabend.ch,43621
orellfuessli.ch,43617
hesge.ch,43611
yop.ch,43473
intername.ch,43395
lyoness.ch,43392
globonet.ch,43328
hefr.ch,43292
bettybossi.ch,43274
heig-vd.ch,43267
stzh.ch,43262
stnet.ch,43206
xn--ae-tja.ch,43198
guests.ch,43085
exlibris.ch,43059
lausanne.ch,42992
newasiantv.ch,42946
beobachter.ch,42946
canoo.ch,42855
webkoenig.ch,42843
sfs-network.ch,42746
frey-net.ch,42744
radioswissjazz.ch,42727
deindeal.ch,42719
tui.ch,42673
hostedsolution.ch,42573
qoqa.ch,42547
prospective.ch,42521
telemedia.ch,42499
westwing.ch,42467
distrelec.ch,42428
your-web.ch,42370
orcwebhosting.ch,42008
altea-services.ch,41872
prolitteris.ch,41793
net4all.ch,41787
movetec-server.ch,41766
widewalls.ch,41729
onebyte.ch,41726
bonprix.ch,41644
fm1today.ch,41623
myhostpoint.ch,41591
mironet.ch,41522
fust.ch,41445
webkeeper.ch,41416
ssatr.ch,41368
lenouvelliste.ch,41353
vritec.ch,41336
interdiscount.ch,41331
immostreet.ch,41285
watchfreemovies.ch,41155
scnr.ch,41014
hostsolutions.ch,40995
simplehosting.ch,40967
zermatt.ch,40738
graduateinstitute.ch,40580
ecoweb.ch,40579
eroticmonkey.ch,40546
fsit.ch,40422
switchplus-mail.ch,40394
naefmarco.ch,40377
schweizmobil.ch,40310
dropnet.ch,40301
sarenza.ch,40284
citrin.ch,40274
webne.ch,40221
tremegisto.ch,40174
bl.ch,40096
vshn.ch,39977
axianet.ch,39947
fastbooking.ch,39925
galenica.ch,39913
vsnet.ch,39885
inx.ch,39809
wng.ch,39696
deplanet.ch,39631
credit-conseil.ch,39586
credit-direct.ch,39564
pwc.ch,39514
metas.ch,39493
fima-hosting.ch,39492
inware.ch,39431
xmodels.ch,39316
nhost.ch,39284
lidl.ch,39257
teleboy.ch,39222
siw.ch,39194
trainline.ch,39159
cyhost.ch,39146
752.ch,39121
unepchemicals.ch,39031
kesako.ch,39022
bweb.ch,38990
kdt-hosting.ch,38936
freesurf.ch,38930
supercard.ch,38890
cdt.ch,38861
adnovum.ch,38841
helsana.ch,38763
talus.ch,38732
triwdata.ch,38675
zooplus.ch,38662
eqipe.ch,38645
photografix.ch,38559
opodo.ch,38545
4server.ch,38540
entex.ch,38527
csti.ch,38448
domrobot.ch,38420
fasthosting.ch,38416
halma-dns.ch,38401
aboutyou.ch,38340
suva.ch,38319
snd47.ch,38301
outnow.ch,38277
ubp.ch,38259
he-arc.ch,38224
4host.ch,38151
adtracker.ch,38133
ghi.ch,38100
getyourguide.ch,38063
ziknet.ch,37943
vs.ch,37914
jse.ch,37817
bboxbbs.ch,37806
dns1.ch,37726
adidas.ch,37709
swiss-support.ch,37684
alto.ch,37587
kronoz.ch,37578
t-systems.ch,37540
visual-fantastix.ch,37424
zurich.ch,37352
mangoldpartner.ch,37335
adbw.ch,37335
idmobile.ch,37311
exenti.ch,37232
titolo.ch,37223
novahosting.ch,37203
news.ch,37091
johngehrig.ch,37077
toysrus.ch,37061
gva.ch,37029
default.ch,36984
loginserver.ch,36983
israbox.ch,36922
yetnet.ch,36897
unity-web.ch,36875
ticino.ch,36721
newhome.ch,36687
rtp.ch,36667
escapenet.ch,36657
internet-box.ch,36654
berneroberlaender.ch,36612
fashionfriends.ch,36566
sogea.ch,36534
zvv.ch,36531
winterthur.ch,36505
funnygames.ch,36496
eye.ch,36483
dns2.ch,36478
classicdb.ch,36413
arcinfo.ch,36337
insystem.ch,36317
xeiro.ch,36309
fenaco.ch,36211
netjump.ch,36189
zoover.ch,36181
home.ch,36146
green.ch,36053
xwave.ch,36045
sesamnet.ch,36042
waffles.ch,36031
wa-research.ch,35993
skyguide.ch,35938
fcb.ch,35919
netboot.ch,35891
in4u.ch,35877
wifisolution.ch,35871
rero.ch,35870
swinog.ch,35731
schweizerfamilie.ch,35711
innov8.ch,35630
auto-online.ch,35475
horus.ch,35473
mnbsserver.ch,35470
hin.ch,35432
radioswisspop.ch,35386
zynex.ch,35329
woody.ch,35329
sefanet.ch,35308
iheid.ch,35206
quickline.ch,35205
parship.ch,35149
car4you.ch,35140
xcampaign.ch,35136
repelisplus.ch,35121
umb.ch,35054
lehner-versand.ch,35032
bls.ch,34964
meteoswiss.ch,34944
ify.ch,34900
globus.ch,34872
flughafen-zuerich.ch,34806
blackphone.ch,34805
twistednet.ch,34782
chrono24.ch,34768
snb.ch,34686
oekohosting.ch,34640
internezzohosting.ch,34639
e-park.ch,34622
1ahostingpro.ch,34576
itship.ch,34568
computerworld.ch,34566
cumari.ch,34557
lesobservateurs.ch,34548
my-store.ch,34464
newsbox.ch,34439
swisspass.ch,34435
dravenstales.ch,34391
conforama.ch,34372
hommages.ch,34324
marionnaud.ch,34312
zuonline.ch,34256
tchibo.ch,34242
mycloud.ch,34126
enuvo.ch,34101
q-x.ch,34088
emp-eaw.ch,34067
kuoni.ch,34060
beliani.ch,34038
sdd1.ch,33867
manyways.ch,33795
pinoybay.ch,33794
freitag.ch,33774
laredoute.ch,33769
gsinfo.ch,33723
omnis.ch,33721
thtag.ch,33710
galactus.ch,33689
leshop.ch,33661
isource.ch,33658
weaver.ch,33622
swissmilk.ch,33596
mammut.ch,33592
ceoo.ch,33478
moneypark.ch,33417
ticinonews.ch,33407
dell.ch,33355
graubuenden.ch,33331
loterie.ch,33328
moonb.ch,33308
lausannecites.ch,33290
ifolor.ch,33273
bomm.ch,33262
domains.ch,33249
securedns.ch,33235
thenet.ch,33204
escortwiz.ch,33168
baernerbaer.ch,33141
ghisler.ch,33098
hes-so.ch,33088
nau.ch,33051
pardo.ch,32975
wwf.ch,32939
icn.ch,32937
educa.ch,32930
cldns.ch,32925
creants.ch,32905
hevs.ch,32862
cdi.ch,32704
bern.ch,32693
hellofamily.ch,32680
supsi.ch,32677
interdesk.ch,32672
sctv.ch,32638
vnv-hosting.ch,32578
anorg.ch,32549
bauundhobby.ch,32536
cscs.ch,32513
renovero.ch,32486
holcimpartner.ch,32486
pilatus-aircraft.ch,32475
dns-cloud.ch,32458
newday.ch,32454
aare-rz.ch,32444
tilllate.ch,32438
belimo.ch,32409
keeptraffic.ch,32397
solidit.ch,32382
insign.ch,32311
bgdi.ch,32300
amag.ch,32245
langenthalertagblatt.ch,32243
elby.ch,32231
steffeninf.ch,32188
skyscanner.ch,32179
sitenable.ch,32155
hotelplan.ch,32145
go4web.ch,32130
backbone.ch,32120
ackermann.ch,32101
adspot.ch,32086
2edaadmin.ch,32061
schweizer-domain.ch,32043
liip.ch,32036
alpha.ch,32031
cineman.ch,32009
bilanz.ch,32005
boalingua.ch,32005
wir-koennen-alles.ch,31956
allianz-suisse.ch,31950
ortcloud.ch,31922
alstom.ch,31890
asturian-network.ch,31871
futurecom.ch,31846
ticino-online.ch,31830
point.ch,31828
eztv.ch,31814
leregional.ch,31814
wellhosted.ch,31798
unilu.ch,31784
rro.ch,31781
everyware.ch,31775
cloudcluster.ch,31727
olmero.ch,31657
sciencetool.ch,31583
geschenkidee.ch,31563
statravel.ch,31561
com.ch,31468
wog.ch,31359
eat.ch,31343
redacted.ch,31340
20minuti.ch,31339
rhb.ch,31302
empa.ch,31267
refline.ch,31264
yplay.ch,31158
myemotions.ch,31150
rednet.ch,31108
hotelscombined.ch,31091
upc-cablecom.ch,31082
csem.ch,31078
zg.ch,31067
mc4web.ch,31013
adot.ch,30975
itexa.ch,30915
mediscope.ch,30883
computech-rz.ch,30872
toweb.ch,30857
mit.ch,30834
jobwinner.ch,30802
arbor-ag.ch,30788
snf.ch,30778
baloise.ch,30771
hornbach.ch,30744
antanet.ch,30742
pcp.ch,30741
mainbase.ch,30706
nettrust.ch,30699
nintendo.ch,30682
cisel.ch,30663
coopzeitung.ch,30649
hugy.ch,30625
pipeline.ch,30610
transfermarkt.ch,30554
youthhostel.ch,30527
jelmoli-shop.ch,30515
neologic.ch,30509
morningstar.ch,30482
weltbild.ch,30467
schweizmobil-hosting.ch,30445
slf.ch,30445
web-d-vision.ch,30331
jesus.ch,30330
bantigerpost.ch,30313
swisscard.ch,30278
sarasin.ch,30245
worldsoft.ch,30221
motorradhandel-schweiz.ch,30164
asstra.ch,30138
1channel.ch,30137
bernerbaer.ch,30134
pinoytva.ch,30121
pixelized.ch,30109
mailxpert.ch,30095
journaldemorges.ch,30046
bag.ch,30039
newsnet.ch,29985
itligent.ch,29920
douglas.ch,29918
onlinepc.ch,29907
levidia.ch,29897
otakumole.ch,29884
unep.ch,29883
jobsuchmaschine.ch,29877
pinoyofw.ch,29872
landi.ch,29864
exelinfo.ch,29821
idsia.ch,29793
concepto.ch,29788
telezueri.ch,29736
rtr.ch,29727
teleport.ch,29722
project-free-tv.ch,29691
thomasmaurer.ch,29669
dakutorrents.ch,29636
pfister.ch,29602
ville-geneve.ch,29580
labroye.ch,29536
heberg.ch,29518
aldi-suisse.ch,29492
mondovino.ch,29483
netcase.ch,29480
canstockphoto.ch,29468
tageswoche.ch,29448
maillink.ch,29438
menkisys.ch,29427
laliberte.ch,29414
teletext.ch,29399
webpark.ch,29346
digitale-gesellschaft.ch,29328
vistaprint.ch,29301
inwx.ch,29281
electrolux.ch,29277
agefi.ch,29263
8eyny.ch,29261
messe.ch,29250
pearsoft.ch,29211
dublin-it.ch,29145
xc-host.ch,29135
finma.ch,29132
swissdigicert.ch,29095
tlaun.ch,29059
unisi.ch,29057
safesear.ch,29032
phzh.ch,29019
portia.ch,29013
teleprint.ch,29012
rpn.ch,28996
sonntagszeitung.ch,28992
inoweb.ch,28976
netsolution.ch,28968
igte.ch,28903
baz.ch,28819
beckert.ch,28809
safemail.ch,28808
axone.ch,28806
postshop.ch,28771
hosttree.ch,28733
generali.ch,28723
messaging.ch,28709
abacus.ch,28673
zimi.ch,28656
onax.ch,28648
warplink.ch,28621
bielchessfestival.ch,28616
quelle.ch,28574
mcdonalds.ch,28561
decweb.ch,28454
domainhost.ch,28424
weserve.ch,28364
eawag.ch,28348
staempfli.ch,28340
puzzle.ch,28316
stmoritz.ch,28299
vidics.ch,28296
zekihosting.ch,28286
corner.ch,28243
unizh.ch,28241
paus.ch,28179
dynamic-net.ch,28090
zugernet.ch,28086
aarboard.ch,28024
gecko-media.ch,27996
davos.ch,27994
steg-electronics.ch,27990
ntb.ch,27986
ftia.ch,27966
sitrox.ch,27936
bote.ch,27934
opel.ch,27932
lenta.ch,27929
datawire.ch,27907
meteomedia.ch,27868
valais.ch,27860
networking.ch,27843
starhosting.ch,27839
cdnlenouvelliste.ch,27793
groupemutuel.ch,27780
tpg.ch,27758
edarling.ch,27744
cede.ch,27737
nettoshop.ch,27730
webone.ch,27725
dynamicad.ch,27704
hostkonzept.ch,27699
paleo.ch,27693
madeleine-mode.ch,27687
wat.ch,27673
alogis.ch,27672
concertopro.ch,27637
wnd.ch,27618
mobilezone.ch,27603
youngsolutions.ch,27589
serverip.ch,27550
infoteam.ch,27541
business-exchange.ch,27473
aviation.ch,27467
jobchannel.ch,27443
home24.ch,27441
aipi.ch,27421
sourcepole.ch,27405
